Year,Month,Day,Date,State,Strength,Injuries,Fatalities,Entire Event,State Segment
1954,4,15,4/15/1954,TX,2,0,0,TRUE,TRUE
1954,4,15,4/15/1954,TX,1,0,0,TRUE,TRUE
1954,4,15,4/15/1954,WI,2,0,0,TRUE,TRUE
1954,4,15,4/15/1954,TX,1,0,0,TRUE,TRUE
1954,4,15,4/15/1954,MO,2,0,0,TRUE,TRUE
1954,4,15,4/15/1954,TX,1,0,0,TRUE,TRUE
1954,4,16,4/16/1954,AL,2,1,0,TRUE,TRUE
1954,4,16,4/16/1954,FL,2,3,0,TRUE,TRUE
1954,4,16,4/16/1954,GA,1,0,0,TRUE,TRUE
1954,4,16,4/16/1954,GA,1,0,0,TRUE,TRUE
1954,4,16,4/16/1954,FL,1,0,0,TRUE,TRUE
1954,4,17,4/17/1954,PA,2,0,0,TRUE,TRUE
1954,4,17,4/17/1954,PA,1,0,0,TRUE,TRUE
1954,4,20,4/20/1954,NE,3,0,0,TRUE,TRUE
1954,4,21,4/21/1954,TX,2,0,0,TRUE,TRUE
1954,4,21,4/21/1954,TX,0,0,0,TRUE,TRUE
1954,4,21,4/21/1954,TX,0,0,0,TRUE,TRUE
1954,4,21,4/21/1954,TX,0,0,0,TRUE,TRUE
1954,4,22,4/22/1954,PA,0,0,0,TRUE,TRUE
1954,4,25,4/25/1954,KS,2,0,0,TRUE,TRUE
1954,4,25,4/25/1954,CO,1,0,0,TRUE,TRUE
1954,4,25,4/25/1954,PA,2,0,0,TRUE,TRUE
1954,4,25,4/25/1954,KS,2,0,0,TRUE,TRUE
1954,4,26,4/26/1954,WI,1,0,0,TRUE,TRUE
1954,4,26,4/26/1954,OK,1,0,0,TRUE,TRUE
1954,4,26,4/26/1954,WI,1,0,0,TRUE,TRUE
1954,4,26,4/26/1954,KS,2,0,0,TRUE,TRUE
1954,4,26,4/26/1954,IA,2,0,0,TRUE,TRUE
1954,4,26,4/26/1954,OK,0,0,0,TRUE,TRUE
1954,4,26,4/26/1954,IA,1,0,0,TRUE,TRUE
1954,4,27,4/27/1954,OK,1,0,0,TRUE,TRUE
1954,4,27,4/27/1954,PA,1,0,0,TRUE,TRUE
1954,4,27,4/27/1954,TX,1,0,0,TRUE,TRUE
1954,4,27,4/27/1954,OH,2,1,0,TRUE,TRUE
1954,4,27,4/27/1954,OK,0,0,0,TRUE,TRUE
1954,4,27,4/27/1954,TX,2,0,0,TRUE,TRUE
1954,4,28,4/28/1954,LA,1,0,0,TRUE,TRUE
1954,4,28,4/28/1954,AR,1,0,0,TRUE,TRUE
1954,4,28,4/28/1954,ID,0,0,0,TRUE,TRUE
1954,4,28,4/28/1954,TX,1,1,0,TRUE,TRUE
1954,4,28,4/28/1954,MS,1,0,0,TRUE,TRUE
1954,4,28,4/28/1954,MS,1,0,0,TRUE,TRUE
1954,4,28,4/28/1954,TN,2,4,0,TRUE,TRUE
1954,4,28,4/28/1954,MS,2,2,0,TRUE,TRUE
1954,4,29,4/29/1954,TX,1,1,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,2,0,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,1,0,0,TRUE,TRUE
1954,4,29,4/29/1954,TX,1,0,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,1,0,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,2,2,0,TRUE,TRUE
1954,4,29,4/29/1954,KS,0,0,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,2,0,0,TRUE,TRUE
1954,4,29,4/29/1954,OK,1,0,0,TRUE,TRUE
1954,4,29,4/29/1954,KS,0,0,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,OK,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,3,6,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,2,2,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,2,25,0,TRUE,TRUE
1954,4,30,4/30/1954,OK,3,12,0,TRUE,TRUE
1954,4,30,4/30/1954,TX,3,1,0,TRUE,FALSE
1954,4,30,4/30/1954,TX,3,1,0,FALSE,TRUE
1954,4,30,4/30/1954,TX,3,2,0,TRUE,FALSE
1954,4,30,4/30/1954,TX,3,0,0,FALSE,TRUE
1954,4,30,4/30/1954,OK,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,AR,3,0,0,FALSE,TRUE
1954,4,30,4/30/1954,AR,3,2,0,FALSE,TRUE
1954,4,30,4/30/1954,AR,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,AR,3,1,0,TRUE,TRUE
1954,4,30,4/30/1954,AR,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,AR,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,MO,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,LA,2,6,1,TRUE,TRUE
1954,4,30,4/30/1954,FL,0,0,0,TRUE,TRUE
1954,4,30,4/30/1954,MO,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,LA,1,0,0,TRUE,TRUE
1954,4,30,4/30/1954,IA,2,1,0,TRUE,TRUE
1954,4,30,4/30/1954,AR,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,MO,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,LA,2,1,0,TRUE,TRUE
1954,4,30,4/30/1954,IA,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,IA,4,0,0,TRUE,TRUE
1954,4,30,4/30/1954,IA,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,IA,2,0,0,TRUE,TRUE
1954,4,30,4/30/1954,MS,1,0,0,TRUE,TRUE
1954,5,1,5/1/1954,TX,4,2,0,TRUE,FALSE
1954,5,1,5/1/1954,TX,4,2,0,FALSE,TRUE
1954,5,1,5/1/1954,OK,4,0,0,FALSE,TRUE
1954,5,1,5/1/1954,OK,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,3,3,3,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,7,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,3,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,3,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,1,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,4,65,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,6,0,TRUE,TRUE
1954,5,1,5/1/1954,KS,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,KS,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,KS,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,TX,1,4,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,0,0,TRUE,TRUE
1954,5,1,5/1/1954,OK,2,6,0,TRUE,TRUE
1954,5,1,5/1/1954,TX,1,0,0,TRUE,TRUE
1954,5,1,5/1/1954,TX,2,0,0,TRUE,TRUE
1954,5,2,5/2/1954,TX,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,MO,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,AR,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,TX,2,0,0,TRUE,TRUE
1954,5,2,5/2/1954,OK,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,AR,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,AR,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,AR,3,0,0,TRUE,TRUE
1954,5,2,5/2/1954,KY,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,OH,1,0,0,TRUE,TRUE
1954,5,2,5/2/1954,TX,3,4,0,TRUE,TRUE
1954,5,2,5/2/1954,OH,0,0,0,TRUE,TRUE
1954,5,2,5/2/1954,OH,0,0,0,TRUE,TRUE
1954,5,2,5/2/1954,OH,0,0,0,TRUE,TRUE
1954,5,2,5/2/1954,OH,0,0,0,TRUE,TRUE
1954,5,3,5/3/1954,TN,2,0,0,TRUE,TRUE
1954,5,3,5/3/1954,MD,0,0,0,FALSE,TRUE
1954,5,3,5/3/1954,VA,0,0,0,TRUE,FALSE
1954,5,3,5/3/1954,VA,0,0,0,FALSE,TRUE
1954,5,6,5/6/1954,TX,1,0,0,TRUE,TRUE
1954,5,6,5/6/1954,TX,1,0,0,TRUE,TRUE
1954,5,7,5/7/1954,MO,0,0,0,TRUE,TRUE
1954,5,10,5/10/1954,CT,3,2,0,TRUE,TRUE
1954,5,10,5/10/1954,CT,2,0,0,TRUE,TRUE
1954,5,10,5/10/1954,TX,1,0,0,TRUE,TRUE
1954,5,11,5/11/1954,TX,1,0,0,TRUE,TRUE
1954,5,11,5/11/1954,TX,1,0,0,TRUE,TRUE
1954,5,12,5/12/1954,TX,1,0,0,TRUE,TRUE
1954,5,13,5/13/1954,PA,0,0,0,TRUE,TRUE
1954,5,16,5/16/1954,NM,1,0,0,TRUE,TRUE
1954,5,16,5/16/1954,NM,0,0,0,TRUE,TRUE
1954,5,16,5/16/1954,CO,0,0,0,TRUE,TRUE
1954,5,17,5/17/1954,NM,0,0,0,TRUE,TRUE
1954,5,17,5/17/1954,NM,3,0,0,TRUE,TRUE
1954,5,17,5/17/1954,NM,1,0,0,TRUE,TRUE
1954,5,18,5/18/1954,TX,1,0,0,TRUE,TRUE
1954,5,19,5/19/1954,TX,1,0,0,TRUE,TRUE
1954,5,22,5/22/1954,TX,1,0,0,TRUE,TRUE
1954,5,22,5/22/1954,NE,0,0,0,TRUE,TRUE
1954,5,22,5/22/1954,WY,1,0,0,TRUE,TRUE
1954,5,23,5/23/1954,IA,2,0,0,TRUE,TRUE
1954,5,23,5/23/1954,IA,2,0,0,TRUE,TRUE
1954,5,23,5/23/1954,OK,1,0,0,TRUE,TRUE
1954,5,24,5/24/1954,OK,2,0,0,TRUE,TRUE
1954,5,25,5/25/1954,UT,1,0,0,TRUE,TRUE
1954,5,25,5/25/1954,OK,2,0,0,TRUE,TRUE
1954,5,25,5/25/1954,OK,0,0,0,TRUE,TRUE
1954,5,25,5/25/1954,TX,0,0,0,TRUE,TRUE
1954,5,26,5/26/1954,TX,0,0,0,TRUE,TRUE
1954,5,26,5/26/1954,KS,2,0,0,TRUE,TRUE
1954,5,27,5/27/1954,TX,0,0,0,TRUE,TRUE
1954,5,27,5/27/1954,IN,1,0,0,TRUE,TRUE
1954,5,27,5/27/1954,SD,2,1,0,TRUE,TRUE
1954,5,27,5/27/1954,SD,2,1,0,TRUE,TRUE
1954,5,27,5/27/1954,SD,2,0,0,TRUE,TRUE
1954,5,27,5/27/1954,MS,1,0,0,TRUE,TRUE
1954,5,27,5/27/1954,MT,2,0,0,TRUE,TRUE
1954,5,27,5/27/1954,IL,2,0,0,TRUE,TRUE
1954,5,27,5/27/1954,SD,1,0,0,TRUE,TRUE
1954,5,27,5/27/1954,IA,2,0,0,TRUE,TRUE
1954,5,28,5/28/1954,IN,0,0,0,TRUE,TRUE
1954,5,28,5/28/1954,MO,2,0,0,TRUE,TRUE
1954,5,28,5/28/1954,MO,2,2,0,TRUE,TRUE
1954,5,28,5/28/1954,OK,1,0,0,TRUE,TRUE
1954,5,28,5/28/1954,IL,1,0,0,TRUE,TRUE
1954,5,29,5/29/1954,TX,1,9,0,TRUE,TRUE
1954,5,29,5/29/1954,TX,2,2,0,TRUE,TRUE
1954,5,30,5/30/1954,MN,1,0,0,TRUE,TRUE
1954,5,30,5/30/1954,NE,4,23,6,TRUE,TRUE
1954,5,31,5/31/1954,IN,1,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MO,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,KS,0,0,0,TRUE,TRUE
1954,5,31,5/31/1954,IL,2,2,0,TRUE,TRUE
1954,5,31,5/31/1954,KS,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,KS,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MI,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,IN,1,1,0,TRUE,TRUE
1954,5,31,5/31/1954,MI,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,KS,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MO,1,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MI,1,0,0,TRUE,TRUE
1954,5,31,5/31/1954,IN,2,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MI,0,0,0,TRUE,TRUE
1954,5,31,5/31/1954,MI,1,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,1,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,1,0,0,TRUE,TRUE
1954,6,1,6/1/1954,IN,1,1,0,TRUE,TRUE
1954,6,1,6/1/1954,KY,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,PA,2,3,0,TRUE,TRUE
1954,6,1,6/1/1954,PA,0,0,0,TRUE,TRUE
1954,6,1,6/1/1954,PA,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,PA,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,TX,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,TX,3,14,1,TRUE,TRUE
1954,6,1,6/1/1954,TX,2,0,0,TRUE,TRUE
1954,6,1,6/1/1954,TX,3,4,1,TRUE,TRUE
1954,6,1,6/1/1954,TX,3,3,0,TRUE,TRUE
1954,6,2,6/2/1954,MO,1,0,0,TRUE,TRUE
1954,6,2,6/2/1954,TX,2,8,1,TRUE,TRUE
1954,6,2,6/2/1954,TX,1,0,0,TRUE,TRUE
1954,6,2,6/2/1954,TX,1,0,0,TRUE,TRUE
1954,6,2,6/2/1954,AR,1,1,0,TRUE,TRUE
1954,6,3,6/3/1954,MS,2,3,0,TRUE,TRUE
1954,6,3,6/3/1954,GA,1,2,0,TRUE,TRUE
1954,6,6,6/6/1954,CO,1,0,0,TRUE,TRUE
1954,6,6,6/6/1954,NE,2,0,0,TRUE,TRUE
1954,6,6,6/6/1954,NE,1,1,0,TRUE,TRUE
1954,6,6,6/6/1954,KS,1,0,0,TRUE,TRUE
1954,6,7,6/7/1954,OK,1,0,0,TRUE,TRUE
1954,6,9,6/9/1954,ID,0,0,0,TRUE,TRUE
1954,6,9,6/9/1954,ID,0,0,0,TRUE,TRUE
1954,6,9,6/9/1954,IA,4,0,1,TRUE,TRUE
1954,6,10,6/10/1954,FL,2,1,0,TRUE,TRUE
1954,6,10,6/10/1954,KS,1,0,0,TRUE,TRUE
1954,6,10,6/10/1954,KS,2,0,0,TRUE,TRUE
1954,6,10,6/10/1954,KS,2,0,0,TRUE,TRUE
1954,6,10,6/10/1954,PA,2,3,0,TRUE,TRUE
1954,6,10,6/10/1954,PA,0,0,0,TRUE,TRUE
1954,6,10,6/10/1954,SD,2,0,0,TRUE,TRUE
1954,6,11,6/11/1954,NE,0,0,0,TRUE,TRUE
1954,6,11,6/11/1954,SD,1,0,0,TRUE,TRUE
1954,6,11,6/11/1954,SD,1,0,0,TRUE,TRUE
1954,6,11,6/11/1954,KS,1,0,0,TRUE,TRUE
1954,6,11,6/11/1954,KS,0,0,0,TRUE,TRUE
1954,6,11,6/11/1954,TX,0,3,0,TRUE,TRUE
1954,6,12,6/12/1954,IN,2,0,0,TRUE,TRUE
1954,6,12,6/12/1954,OK,1,0,0,TRUE,TRUE
1954,6,12,6/12/1954,MI,0,0,0,TRUE,TRUE
1954,6,12,6/12/1954,KS,0,0,0,TRUE,TRUE
1954,6,12,6/12/1954,PA,2,0,0,TRUE,TRUE
1954,6,13,6/13/1954,AR,3,0,0,TRUE,TRUE
1954,6,13,6/13/1954,IN,1,0,0,TRUE,TRUE
1954,6,13,6/13/1954,NE,1,0,0,TRUE,TRUE
1954,6,13,6/13/1954,TX,0,0,0,TRUE,TRUE
1954,6,13,6/13/1954,ND,2,0,0,TRUE,TRUE
1954,6,13,6/13/1954,TX,2,1,0,TRUE,TRUE
1954,6,14,6/14/1954,KS,0,0,0,TRUE,TRUE
1954,6,14,6/14/1954,TX,0,0,0,TRUE,TRUE
1954,6,14,6/14/1954,KS,0,0,0,TRUE,TRUE
1954,6,14,6/14/1954,MN,1,0,0,TRUE,TRUE
1954,6,14,6/14/1954,IN,1,0,0,TRUE,TRUE
1954,6,14,6/14/1954,OK,0,0,0,TRUE,TRUE
1954,6,14,6/14/1954,KS,0,0,0,TRUE,TRUE
1954,6,14,6/14/1954,MO,0,0,0,TRUE,TRUE
1954,6,15,6/15/1954,KS,0,0,0,TRUE,TRUE
1954,6,15,6/15/1954,KS,0,0,0,TRUE,TRUE
1954,6,15,6/15/1954,MO,1,0,0,TRUE,TRUE
1954,6,15,6/15/1954,WA,2,0,0,TRUE,TRUE
1954,6,16,6/16/1954,NC,2,1,0,TRUE,TRUE
1954,6,16,6/16/1954,ND,0,0,0,TRUE,TRUE
1954,6,16,6/16/1954,NE,1,0,0,TRUE,TRUE
1954,6,17,6/17/1954,IN,2,0,0,TRUE,TRUE
1954,6,17,6/17/1954,NE,3,0,1,TRUE,TRUE
1954,6,17,6/17/1954,MN,1,0,0,TRUE,TRUE
1954,6,18,6/18/1954,SD,3,0,0,TRUE,TRUE
1954,6,18,6/18/1954,SD,3,0,0,TRUE,TRUE
1954,6,18,6/18/1954,SD,1,0,0,TRUE,TRUE
1954,6,18,6/18/1954,SD,3,0,0,TRUE,TRUE
1954,6,18,6/18/1954,SD,2,0,0,TRUE,TRUE
1954,6,18,6/18/1954,WI,2,0,0,TRUE,TRUE
1954,6,19,6/19/1954,MI,0,0,0,TRUE,TRUE
1954,6,19,6/19/1954,CO,1,0,0,TRUE,TRUE
1954,6,19,6/19/1954,IN,0,0,0,TRUE,TRUE
1954,6,19,6/19/1954,SD,3,0,0,TRUE,TRUE
1954,6,19,6/19/1954,IA,2,0,0,TRUE,TRUE
1954,6,20,6/20/1954,WI,2,0,0,TRUE,TRUE
1954,6,20,6/20/1954,WI,2,0,0,TRUE,TRUE
1954,6,20,6/20/1954,NE,1,7,0,TRUE,TRUE
1954,6,20,6/20/1954,NE,1,0,0,TRUE,TRUE
1954,6,21,6/21/1954,IN,1,0,0,TRUE,TRUE
1954,6,21,6/21/1954,KS,1,0,0,TRUE,TRUE
1954,6,22,6/22/1954,TX,0,0,0,TRUE,TRUE
1954,6,23,6/23/1954,FL,0,0,0,TRUE,TRUE
1954,6,23,6/23/1954,NC,1,0,0,TRUE,TRUE
1954,6,25,6/25/1954,MN,2,0,0,TRUE,TRUE
1954,6,25,6/25/1954,CA,2,0,0,TRUE,TRUE
1954,6,26,6/26/1954,OH,0,0,0,TRUE,TRUE
1954,6,26,6/26/1954,OH,1,0,0,TRUE,TRUE
1954,6,26,6/26/1954,PA,2,4,0,TRUE,TRUE
1954,6,26,6/26/1954,VA,1,0,0,TRUE,TRUE
1954,6,26,6/26/1954,IN,2,0,0,TRUE,TRUE
1954,6,27,6/27/1954,NC,1,0,0,TRUE,TRUE
1954,6,28,6/28/1954,OK,1,0,0,TRUE,TRUE
1954,6,29,6/29/1954,AR,2,0,0,TRUE,TRUE
1954,6,29,6/29/1954,NM,0,0,0,TRUE,TRUE
1954,6,29,6/29/1954,WI,2,0,0,TRUE,TRUE
1954,6,30,6/30/1954,TX,1,0,0,TRUE,TRUE
1954,6,30,6/30/1954,KS,0,0,0,TRUE,TRUE
1954,7,1,7/1/1954,KS,0,0,0,TRUE,TRUE
1954,7,1,7/1/1954,DE,2,0,0,TRUE,TRUE
1954,7,1,7/1/1954,IN,1,0,0,TRUE,TRUE
1954,7,4,7/4/1954,GA,1,0,0,TRUE,TRUE
1954,7,5,7/5/1954,PA,1,0,0,TRUE,TRUE
1954,7,5,7/5/1954,KS,1,0,0,TRUE,TRUE
1954,7,6,7/6/1954,MN,1,0,0,TRUE,TRUE
1954,7,6,7/6/1954,ND,2,0,0,TRUE,TRUE
1954,7,6,7/6/1954,TX,2,0,0,TRUE,TRUE
1954,7,7,7/7/1954,ME,2,1,0,TRUE,TRUE
1954,7,8,7/8/1954,FL,0,0,0,TRUE,TRUE
1954,7,8,7/8/1954,TX,0,0,0,TRUE,TRUE
1954,7,8,7/8/1954,OK,0,0,0,TRUE,TRUE
1954,7,8,7/8/1954,AR,1,0,0,TRUE,TRUE
1954,7,9,7/9/1954,MS,0,0,0,TRUE,TRUE
1954,7,9,7/9/1954,MT,1,0,0,TRUE,TRUE
1954,7,12,7/12/1954,TX,2,0,0,TRUE,TRUE
1954,7,14,7/14/1954,NY,1,0,0,TRUE,TRUE
1954,7,14,7/14/1954,MA,1,0,0,TRUE,TRUE
1954,7,14,7/14/1954,WV,1,0,0,TRUE,TRUE
1954,7,14,7/14/1954,MD,1,8,0,TRUE,TRUE
1954,7,15,7/15/1954,OK,1,0,0,TRUE,TRUE
1954,7,15,7/15/1954,SD,1,0,0,TRUE,TRUE
1954,7,18,7/18/1954,TX,3,0,0,TRUE,TRUE
1954,7,19,7/19/1954,AR,1,0,0,TRUE,TRUE
1954,7,20,7/20/1954,NE,1,0,0,TRUE,TRUE
1954,7,20,7/20/1954,IN,2,0,0,TRUE,TRUE
1954,7,21,7/21/1954,WY,1,0,0,TRUE,TRUE
1954,7,21,7/21/1954,IL,2,1,0,TRUE,TRUE
1954,7,22,7/22/1954,KS,1,0,0,TRUE,TRUE
1954,7,22,7/22/1954,KS,2,0,0,TRUE,TRUE
1954,7,23,7/23/1954,OK,2,0,0,TRUE,TRUE
1954,7,23,7/23/1954,OK,2,1,0,TRUE,TRUE
1954,7,24,7/24/1954,MS,1,0,0,TRUE,TRUE
1954,7,24,7/24/1954,GA,0,0,0,TRUE,TRUE
1954,7,26,7/26/1954,MT,1,0,0,TRUE,TRUE
1954,7,26,7/26/1954,TX,1,0,0,TRUE,TRUE
1954,7,27,7/27/1954,NE,1,1,0,TRUE,TRUE
1954,7,28,7/28/1954,CO,1,0,0,TRUE,TRUE
1954,7,29,7/29/1954,SD,2,0,0,TRUE,TRUE
1954,7,29,7/29/1954,PA,1,0,0,TRUE,TRUE
1954,7,30,7/30/1954,NE,2,0,0,TRUE,TRUE
1954,7,30,7/30/1954,WI,2,0,0,TRUE,TRUE
1954,7,31,7/31/1954,NH,1,0,0,TRUE,TRUE
1954,7,31,7/31/1954,NM,0,0,0,TRUE,TRUE
1954,8,1,8/1/1954,IN,2,0,0,TRUE,TRUE
1954,8,1,8/1/1954,SD,2,2,0,TRUE,TRUE
1954,8,2,8/2/1954,KY,2,0,0,TRUE,TRUE
1954,8,5,8/5/1954,AZ,0,0,0,TRUE,TRUE
1954,8,5,8/5/1954,KS,2,0,0,TRUE,TRUE
1954,8,5,8/5/1954,KS,2,0,0,TRUE,TRUE
1954,8,5,8/5/1954,KS,1,0,0,TRUE,TRUE
1954,8,5,8/5/1954,KS,1,0,0,TRUE,TRUE
1954,8,5,8/5/1954,KS,1,2,0,TRUE,TRUE
1954,8,6,8/6/1954,ND,0,0,0,TRUE,TRUE
1954,8,7,8/7/1954,CO,1,0,0,TRUE,TRUE
1954,8,7,8/7/1954,KS,0,0,0,TRUE,TRUE
1954,8,8,8/8/1954,KS,2,0,0,TRUE,TRUE
1954,8,9,8/9/1954,MI,1,0,0,TRUE,TRUE
1954,8,11,8/11/1954,FL,0,0,0,TRUE,TRUE
1954,8,11,8/11/1954,ME,2,1,1,TRUE,TRUE
1954,8,12,8/12/1954,OH,0,0,0,TRUE,TRUE
1954,8,13,8/13/1954,NE,1,0,0,TRUE,TRUE
1954,8,15,8/15/1954,VA,0,0,0,TRUE,TRUE
1954,8,15,8/15/1954,MN,2,0,0,TRUE,TRUE
1954,8,15,8/15/1954,MN,1,1,0,TRUE,TRUE
1954,8,15,8/15/1954,WI,2,0,0,TRUE,TRUE
1954,8,16,8/16/1954,WV,0,0,0,TRUE,TRUE
1954,8,16,8/16/1954,LA,2,0,0,TRUE,TRUE
1954,8,16,8/16/1954,WV,1,0,0,TRUE,TRUE
1954,8,16,8/16/1954,MA,1,0,0,TRUE,TRUE
1954,8,16,8/16/1954,GA,1,0,0,TRUE,TRUE
1954,8,17,8/17/1954,NC,2,0,0,TRUE,TRUE
1954,8,17,8/17/1954,GA,1,0,0,TRUE,TRUE
1954,8,17,8/17/1954,GA,1,0,0,TRUE,TRUE
1954,8,18,8/18/1954,NC,2,0,0,TRUE,TRUE
1954,8,18,8/18/1954,MO,0,0,0,TRUE,TRUE
1954,8,20,8/20/1954,FL,1,0,0,TRUE,TRUE
1954,8,22,8/22/1954,IA,1,0,0,TRUE,TRUE
1954,8,22,8/22/1954,KS,0,0,0,TRUE,TRUE
1954,8,23,8/23/1954,KS,1,0,0,TRUE,TRUE
1954,8,23,8/23/1954,LA,1,0,0,TRUE,TRUE
1954,8,24,8/24/1954,MI,2,0,0,TRUE,TRUE
1954,8,24,8/24/1954,NM,0,0,0,TRUE,TRUE
1954,8,25,8/25/1954,NE,0,0,0,TRUE,TRUE
1954,8,26,8/26/1954,MT,2,0,0,TRUE,TRUE
1954,8,29,8/29/1954,KS,0,0,0,TRUE,TRUE
1954,8,29,8/29/1954,LA,0,0,0,TRUE,TRUE
1954,8,29,8/29/1954,LA,1,0,0,TRUE,TRUE
1954,8,29,8/29/1954,AR,2,1,0,TRUE,TRUE
1954,8,30,8/30/1954,OK,1,0,0,TRUE,TRUE
1954,8,30,8/30/1954,OK,1,0,0,TRUE,TRUE
1954,8,30,8/30/1954,OH,1,0,0,TRUE,TRUE
1954,8,31,8/31/1954,TX,1,0,0,TRUE,TRUE
1954,9,4,9/4/1954,MO,1,0,0,TRUE,TRUE
1954,9,6,9/6/1954,MO,1,0,0,TRUE,TRUE
1954,9,7,9/7/1954,VA,1,0,0,TRUE,TRUE
1954,9,7,9/7/1954,OK,2,0,0,TRUE,TRUE
1954,9,9,9/9/1954,KS,2,0,0,TRUE,TRUE
1954,9,18,9/18/1954,FL,3,2,2,TRUE,TRUE
1954,9,19,9/19/1954,PA,2,0,0,TRUE,TRUE
1954,9,19,9/19/1954,NY,2,0,0,TRUE,TRUE
1954,9,19,9/19/1954,PA,2,0,0,TRUE,TRUE
1954,9,19,9/19/1954,PA,0,0,0,TRUE,TRUE
1954,9,20,9/20/1954,NC,2,4,0,TRUE,TRUE
1954,9,20,9/20/1954,OK,2,1,0,TRUE,TRUE
1954,9,22,9/22/1954,FL,0,0,0,TRUE,TRUE
1954,9,22,9/22/1954,FL,2,0,0,TRUE,TRUE
1954,9,29,9/29/1954,TX,1,0,0,TRUE,TRUE
1954,9,29,9/29/1954,TX,0,0,0,TRUE,TRUE
1954,9,29,9/29/1954,TX,0,0,0,TRUE,TRUE
1954,9,29,9/29/1954,OK,2,0,0,TRUE,TRUE
1954,9,29,9/29/1954,TX,1,0,0,TRUE,TRUE
1954,9,30,9/30/1954,OH,2,3,1,TRUE,TRUE
1954,9,30,9/30/1954,PA,2,0,0,TRUE,TRUE
1954,10,1,10/1/1954,TX,1,0,0,TRUE,TRUE
1954,10,4,10/4/1954,KS,2,0,0,TRUE,TRUE
1954,10,10,10/10/1954,IL,1,0,0,TRUE,TRUE
1954,10,11,10/11/1954,KS,3,0,0,TRUE,TRUE
1954,10,11,10/11/1954,IN,3,0,2,TRUE,TRUE
1954,10,11,10/11/1954,OH,1,0,0,TRUE,TRUE
1954,10,11,10/11/1954,TX,1,0,0,TRUE,TRUE
1954,10,14,10/14/1954,MI,2,0,0,TRUE,TRUE
1954,10,22,10/22/1954,TX,2,0,0,TRUE,TRUE
